nj=70;
np=56;
vCapa=20;
Express={1 2 3 4 5 6 7 8 9 10 11 12 13 14};
< 38 13077 38760 38 19 430000 550000 "cus" "pkup" "n" 38 0 >
< 39 182 37313 39 8 31000 151000 "cus" "pkup" "n" 39 0 >
< 40 10978 8543 40 15 542000 662000 "cus" "pkup" "n" 40 0 >
< 41 3623 7128 41 9 107000 227000 "cus" "pkup" "n" 41 0 >
< 42 17502 4320 42 9 581000 701000 "cus" "pkup" "n" 42 0 >
< 43 21721 44999 43 12 444000 564000 "cus" "pkup" "n" 43 0 >
< 44 48442 33325 44 10 499000 619000 "cus" "pkup" "n" 44 0 >
< 45 38630 11926 45 19 518000 638000 "cus" "pkup" "n" 45 0 >
< 46 43270 17242 46 16 350000 470000 "cus" "pkup" "n" 46 0 >
< 47 9881 6070 47 11 235000 355000 "cus" "pkup" "n" 47 0 >
< 48 13973 46991 48 6 210000 330000 "cus" "pkup" "n" 48 0 >
< 49 48330 41257 49 16 104000 224000 "cus" "pkup" "n" 49 0 >
< 50 25231 38577 50 12 417000 537000 "cus" "pkup" "n" 50 0 >
< 51 33148 34842 51 10 233000 353000 "cus" "pkup" "n" 51 0 >
< 52 30483 24316 52 18 531000 651000 "cus" "pkup" "n" 52 0 >
< 53 6545 37940 53 9 464000 584000 "cus" "pkup" "n" 53 0 >
< 54 22569 42689 54 19 342000 462000 "cus" "pkup" "n" 54 0 >
< 55 23254 6023 55 6 345000 465000 "cus" "pkup" "n" 55 0 >
< 56 46729 45603 56 17 145000 265000 "cus" "pkup" "n" 56 0 >
< 57 2399 39130 57 7 347000 467000 "cus" "pkup" "n" 57 0 >
< 58 21983 34912 58 10 559000 679000 "cus" "pkup" "n" 58 0 >
< 59 1016 10940 59 6 52000 172000 "cus" "pkup" "n" 59 0 >
< 60 23746 23838 60 17 356000 476000 "cus" "pkup" "n" 60 0 >
< 61 8946 19429 61 10 104000 224000 "cus" "pkup" "n" 61 0 >
< 62 16975 29432 62 19 417000 537000 "cus" "pkup" "n" 62 0 >
< 63 36140 49567 63 13 186000 306000 "cus" "pkup" "n" 63 0 >
< 64 19813 5888 64 12 105000 225000 "cus" "pkup" "n" 64 0 >
< 65 35526 35683 65 13 274000 394000 "cus" "pkup" "n" 65 0 >
< 66 39423 9125 66 17 307000 427000 "cus" "pkup" "n" 66 0 >
< 67 18041 44837 67 8 477000 597000 "cus" "pkup" "n" 67 0 >
< 68 33699 8364 68 11 411000 531000 "cus" "pkup" "n" 68 0 >
< 69 49710 14737 69 11 435000 555000 "cus" "pkup" "n" 69 0 >
< 70 14756 33282 70 9 104000 224000 "cus" "pkup" "n" 70 0 >
< 71 1051 49946 1 -16 364000 484000 "cus" "drop" "y" 71 0 >
< 72 4516 20988 2 -13 144000 264000 "cus" "drop" "y" 72 0 >
< 73 14952 5779 3 -11 349000 469000 "cus" "drop" "y" 73 0 >
< 74 28792 8192 4 -16 251000 371000 "cus" "drop" "y" 74 0 >
< 75 39073 37992 5 -12 193000 313000 "cus" "drop" "y" 75 0 >
< 76 36078 42884 6 -16 56000 176000 "cus" "drop" "y" 76 0 >
< 77 43756 39839 7 -9 419000 539000 "cus" "drop" "y" 77 0 >
< 78 16630 40978 8 -12 235000 355000 "cus" "drop" "y" 78 0 >
< 79 29690 21994 9 -17 402000 522000 "cus" "drop" "y" 79 0 >
< 80 25655 35468 10 -9 536000 656000 "cus" "drop" "y" 80 0 >
< 81 44047 18265 11 -16 228000 348000 "cus" "drop" "y" 81 0 >
< 82 8825 28118 12 -20 311000 431000 "cus" "drop" "y" 82 0 >
< 83 316 10868 13 -18 193000 313000 "cus" "drop" "y" 83 0 >
< 84 10074 27230 14 -15 389000 509000 "cus" "drop" "y" 84 0 >
< 85 23944 31929 15 -8 268000 388000 "cus" "drop" "n" 85 0 >
< 86 10754 7048 16 -14 40000 160000 "cus" "drop" "n" 86 0 >
< 87 49952 34049 17 -13 142000 262000 "cus" "drop" "n" 87 0 >
< 88 40087 922 18 -5 44000 164000 "cus" "drop" "n" 88 0 >
< 89 30608 8934 19 -7 520000 640000 "cus" "drop" "n" 89 0 >
< 90 17882 48053 20 -20 336000 456000 "cus" "drop" "n" 90 0 >
< 91 26260 34169 21 -15 201000 321000 "cus" "drop" "n" 91 0 >
< 92 6977 47019 22 -18 537000 657000 "cus" "drop" "n" 92 0 >
< 93 197 16340 23 -5 430000 550000 "cus" "drop" "n" 93 0 >
< 94 16202 28640 24 -13 292000 412000 "cus" "drop" "n" 94 0 >
< 95 15802 39096 25 -9 499000 619000 "cus" "drop" "n" 95 0 >
< 96 32943 3075 26 -10 35000 155000 "cus" "drop" "n" 96 0 >
< 97 3293 35797 27 -5 590000 710000 "cus" "drop" "n" 97 0 >
< 98 6834 14700 28 -12 46000 166000 "cus" "drop" "n" 98 0 >
< 99 40626 16209 29 -11 507000 627000 "cus" "drop" "n" 99 0 >
< 100 41162 31886 30 -14 271000 391000 "cus" "drop" "n" 100 0 >
< 101 45967 41325 31 -20 282000 402000 "cus" "drop" "n" 101 0 >
< 102 18501 615 32 -6 318000 438000 "cus" "drop" "n" 102 0 >
< 103 34502 49132 33 -20 81000 201000 "cus" "drop" "n" 103 0 >
< 104 49352 16285 34 -9 200000 320000 "cus" "drop" "n" 104 0 >
< 105 5668 15715 35 -17 439000 559000 "cus" "drop" "n" 105 0 >
< 106 11030 41600 36 -5 387000 507000 "cus" "drop" "n" 106 0 >
< 107 44837 37945 37 -19 81000 201000 "cus" "drop" "n" 107 0 >
< 108 45227 45043 38 -19 462000 582000 "cus" "drop" "n" 108 0 >
< 109 43966 45947 39 -8 75000 195000 "cus" "drop" "n" 109 0 >
< 110 18350 17172 40 -15 553000 673000 "cus" "drop" "n" 110 0 >
< 111 21251 36042 41 -9 140000 260000 "cus" "drop" "n" 111 0 >
< 112 25977 17463 42 -9 596000 716000 "cus" "drop" "n" 112 0 >
< 113 26999 10481 43 -12 478000 598000 "cus" "drop" "n" 113 0 >
< 114 22224 35756 44 -10 525000 645000 "cus" "drop" "n" 114 0 >
< 115 29149 47173 45 -19 554000 674000 "cus" "drop" "n" 115 0 >
< 116 49944 398 46 -16 368000 488000 "cus" "drop" "n" 116 0 >
< 117 3488 14201 47 -11 245000 365000 "cus" "drop" "n" 117 0 >
< 118 42672 8972 48 -6 257000 377000 "cus" "drop" "n" 118 0 >
< 119 1596 31655 49 -16 151000 271000 "cus" "drop" "n" 119 0 >
< 120 25982 37157 50 -12 418000 538000 "cus" "drop" "n" 120 0 >
< 121 16425 390 51 -10 271000 391000 "cus" "drop" "n" 121 0 >
< 122 26704 36553 52 -18 543000 663000 "cus" "drop" "n" 122 0 >
< 123 4877 3536 53 -9 498000 618000 "cus" "drop" "n" 123 0 >
< 124 12179 13826 54 -19 372000 492000 "cus" "drop" "n" 124 0 >
< 125 19064 11831 55 -6 352000 472000 "cus" "drop" "n" 125 0 >
< 126 39370 31571 56 -17 160000 280000 "cus" "drop" "n" 126 0 >
< 127 20243 26716 57 -7 368000 488000 "cus" "drop" "n" 127 0 >
< 128 13340 9923 58 -10 585000 705000 "cus" "drop" "n" 128 0 >
< 129 39445 43705 59 -6 102000 222000 "cus" "drop" "n" 129 0 >
< 130 26525 29768 60 -17 362000 482000 "cus" "drop" "n" 130 0 >
< 131 35085 4549 61 -10 134000 254000 "cus" "drop" "n" 131 0 >
< 132 19056 6105 62 -19 440000 560000 "cus" "drop" "n" 132 0 >
< 133 17755 21052 63 -13 219000 339000 "cus" "drop" "n" 133 0 >
< 134 28694 30752 64 -12 131000 251000 "cus" "drop" "n" 134 0 >
< 135 46145 9364 65 -13 302000 422000 "cus" "drop" "n" 135 0 >
< 136 34859 8852 66 -17 311000 431000 "cus" "drop" "n" 136 0 >
< 137 6384 47472 67 -8 488000 608000 "cus" "drop" "n" 137 0 >
< 138 48629 33267 68 -11 440000 560000 "cus" "drop" "n" 138 0 >
< 139 39494 5598 69 -11 448000 568000 "cus" "drop" "n" 139 0 >
< 140 5772 439 70 -9 138000 258000 "cus" "drop" "n" 140 0 >
< 141 25000 25000 141 0 0 1000000 "veh" "depot" "n" 141 0 >
< 142 25000 25000 141 0 0 1000000 "veh" "depot" "n" 142 0 >
< 143 8805 14575 1 16 325000 445000 "cus" "pkup" "y" 1 5088 >
< 144 8943 11341 1 16 325000 445000 "cus" "pkup" "y" 1 4643 >
< 145 10879 45389 1 -16 364000 484000 "cus" "drop" "y" 1 10833 >
< 146 -2470 58429 1 -16 364000 484000 "cus" "drop" "y" 1 9184 >
< 147 8176 16532 2 13 140000 260000 "cus" "pkup" "y" 2 1482 >
< 148 3517 21633 2 13 140000 260000 "cus" "pkup" "y" 2 5600 >
< 149 1235 18152 2 -13 144000 264000 "cus" "drop" "y" 2 4336 >
< 150 -1345 18024 2 -13 144000 264000 "cus" "drop" "y" 2 6567 >
< 151 2200 35200 3 11 313000 433000 "cus" "pkup" "y" 3 4137 >
< 152 109 37792 3 11 313000 433000 "cus" "pkup" "y" 3 2347 >
< 153 20427 14379 3 -11 349000 469000 "cus" "drop" "y" 3 10194 >
< 154 11666 14436 3 -11 349000 469000 "cus" "drop" "y" 3 9259 >
< 155 6145 493 4 16 229000 349000 "cus" "pkup" "y" 4 2948 >
< 156 5119 6335 4 16 229000 349000 "cus" "pkup" "y" 4 3796 >
< 157 35328 16626 4 -16 251000 371000 "cus" "drop" "y" 4 10670 >
< 158 26950 -328 4 -16 251000 371000 "cus" "drop" "y" 4 8716 >
< 159 36664 43003 5 12 188000 308000 "cus" "pkup" "y" 5 1256 >
< 160 37584 40704 5 12 188000 308000 "cus" "pkup" "y" 5 2895 >
< 161 32227 44902 5 -12 193000 313000 "cus" "drop" "y" 5 9727 >
< 162 36814 35696 5 -12 193000 313000 "cus" "drop" "y" 5 3220 >
< 163 27500 14077 6 16 30000 150000 "cus" "pkup" "y" 6 4063 >
< 164 34878 21348 6 16 30000 150000 "cus" "pkup" "y" 6 6294 >
< 165 27472 38718 6 -16 56000 176000 "cus" "drop" "y" 6 9561 >
< 166 26119 36472 6 -16 56000 176000 "cus" "drop" "y" 6 11844 >
< 167 20994 5861 7 9 380000 500000 "cus" "pkup" "y" 7 1600 >
< 168 24226 5766 7 9 380000 500000 "cus" "pkup" "y" 7 2729 >
< 169 33888 38415 7 -9 419000 539000 "cus" "drop" "y" 7 9970 >
< 170 38707 49292 7 -9 419000 539000 "cus" "drop" "y" 7 10716 >
< 171 6060 49284 8 12 219000 339000 "cus" "pkup" "y" 8 4429 >
< 172 675 46486 8 12 219000 339000 "cus" "pkup" "y" 8 2558 >
< 173 7687 41045 8 -12 235000 355000 "cus" "drop" "y" 8 8943 >
< 174 24306 50663 8 -12 235000 355000 "cus" "drop" "y" 8 12358 >
< 175 20227 49728 9 17 375000 495000 "cus" "pkup" "y" 9 2592 >
< 176 19136 46744 9 17 375000 495000 "cus" "pkup" "y" 9 905 >
< 177 28363 18794 9 -17 402000 522000 "cus" "drop" "y" 9 3464 >
< 178 38424 24725 9 -17 402000 522000 "cus" "drop" "y" 9 9151 >
< 179 44422 23732 10 9 515000 635000 "cus" "pkup" "y" 10 3145 >
< 180 39169 17178 10 9 515000 635000 "cus" "pkup" "y" 10 5430 >
< 181 15947 42302 10 -9 536000 656000 "cus" "drop" "y" 10 11872 >
< 182 19610 26569 10 -9 536000 656000 "cus" "drop" "y" 10 10757 >
< 183 283 31408 11 16 184000 304000 "cus" "pkup" "y" 11 1331 >
< 184 2295 28254 11 16 184000 304000 "cus" "pkup" "y" 11 2531 >
< 185 50090 18052 11 -16 228000 348000 "cus" "drop" "y" 11 6046 >
< 186 48529 19632 11 -16 228000 348000 "cus" "drop" "y" 11 4685 >
< 187 16709 8996 12 20 290000 410000 "cus" "pkup" "y" 12 4445 >
< 188 18546 12812 12 20 290000 410000 "cus" "pkup" "y" 12 3409 >
< 189 7690 34958 12 -20 311000 431000 "cus" "drop" "y" 12 6933 >
< 190 5594 22282 12 -20 311000 431000 "cus" "drop" "y" 12 6670 >
< 191 9109 39880 13 18 160000 280000 "cus" "pkup" "y" 13 3458 >
< 192 15714 37088 13 18 160000 280000 "cus" "pkup" "y" 13 5951 >
< 193 4824 1607 13 -18 193000 313000 "cus" "drop" "y" 13 10299 >
< 194 -7100 5057 13 -18 193000 313000 "cus" "drop" "y" 13 9421 >
< 195 30502 44327 14 15 364000 484000 "cus" "pkup" "y" 14 973 >
< 196 30449 40452 14 15 364000 484000 "cus" "pkup" "y" 14 3490 >
< 197 1613 23018 14 -15 389000 509000 "cus" "drop" "y" 14 9451 >
< 198 19082 27432 14 -15 389000 509000 "cus" "drop" "y" 14 9010 >
};
