nj=70;
np=56;
vCapa=15;
Express={1 2 3 4 5 6 7 8 9 10 11 12 13 14};
< 126 33522 12051 56 -7 327000 387000 "cus" "drop" "n" 126 0 >
< 127 35081 26777 57 -7 229000 289000 "cus" "drop" "n" 127 0 >
< 128 45081 164 58 -8 158000 218000 "cus" "drop" "n" 128 0 >
< 129 25314 10926 59 -15 190000 250000 "cus" "drop" "n" 129 0 >
< 130 19756 40500 60 -13 277000 337000 "cus" "drop" "n" 130 0 >
< 131 27432 14038 61 -13 181000 241000 "cus" "drop" "n" 131 0 >
< 132 47045 16717 62 -10 179000 239000 "cus" "drop" "n" 132 0 >
< 133 34838 5902 63 -12 274000 334000 "cus" "drop" "n" 133 0 >
< 134 35569 40260 64 -15 533000 593000 "cus" "drop" "n" 134 0 >
< 135 26571 6113 65 -8 28000 88000 "cus" "drop" "n" 135 0 >
< 136 40105 32122 66 -5 216000 276000 "cus" "drop" "n" 136 0 >
< 137 44352 46200 67 -7 465000 525000 "cus" "drop" "n" 137 0 >
< 138 45488 17073 68 -5 126000 186000 "cus" "drop" "n" 138 0 >
< 139 17883 38041 69 -6 485000 545000 "cus" "drop" "n" 139 0 >
< 140 12691 46422 70 -9 416000 476000 "cus" "drop" "n" 140 0 >
< 141 25000 25000 141 0 0 1000000 "veh" "depot" "n" 141 0 >
< 142 25000 25000 141 0 0 1000000 "veh" "depot" "n" 142 0 >
< 143 17089 13392 1 7 175000 235000 "cus" "pkup" "y" 1 4051 >
< 144 19173 17443 1 7 175000 235000 "cus" "pkup" "y" 1 1403 >
< 145 30402 50455 1 -7 209000 269000 "cus" "drop" "y" 1 6371 >
< 146 37371 48789 1 -7 209000 269000 "cus" "drop" "y" 1 2731 >
< 147 8918 40945 2 9 522000 582000 "cus" "pkup" "y" 2 6203 >
< 148 9663 42961 2 9 522000 582000 "cus" "pkup" "y" 2 4297 >
< 149 34133 13575 2 -9 562000 622000 "cus" "drop" "y" 2 2629 >
< 150 31910 18624 2 -9 562000 622000 "cus" "drop" "y" 2 7956 >
< 151 45085 42554 3 15 256000 316000 "cus" "pkup" "y" 3 3988 >
< 152 39980 37315 3 15 256000 316000 "cus" "pkup" "y" 3 5098 >
< 153 38777 39880 3 -15 261000 321000 "cus" "drop" "y" 3 8385 >
< 154 46662 56246 3 -15 261000 321000 "cus" "drop" "y" 3 10050 >
< 155 27741 21059 4 5 529000 589000 "cus" "pkup" "y" 4 3204 >
< 156 33407 19949 4 5 529000 589000 "cus" "pkup" "y" 4 5295 >
< 157 14782 38186 4 -5 549000 609000 "cus" "drop" "y" 4 2552 >
< 158 15590 39925 4 -5 549000 609000 "cus" "drop" "y" 4 4459 >
< 159 23887 29725 5 12 469000 529000 "cus" "pkup" "y" 5 5333 >
< 160 19331 36978 5 12 469000 529000 "cus" "pkup" "y" 5 3396 >
< 161 16804 37699 5 -12 470000 530000 "cus" "drop" "y" 5 5851 >
< 162 19365 40818 5 -12 470000 530000 "cus" "drop" "y" 5 7002 >
< 163 7523 28124 6 5 436000 496000 "cus" "pkup" "y" 6 3425 >
< 164 5382 27076 6 5 436000 496000 "cus" "pkup" "y" 6 3640 >
< 165 12497 18817 6 -5 439000 499000 "cus" "drop" "y" 6 9777 >
< 166 14157 33778 6 -5 439000 499000 "cus" "drop" "y" 6 13405 >
< 167 43660 22990 7 10 517000 577000 "cus" "pkup" "y" 7 3719 >
< 168 41456 22328 7 10 517000 577000 "cus" "pkup" "y" 7 1570 >
< 169 7509 38307 7 -10 545000 605000 "cus" "drop" "y" 7 7441 >
< 170 16632 42525 7 -10 545000 605000 "cus" "drop" "y" 7 7428 >
< 171 30856 34570 8 8 414000 474000 "cus" "pkup" "y" 8 4662 >
< 172 32242 34585 8 8 414000 474000 "cus" "pkup" "y" 8 4454 >
< 173 14880 23496 8 -8 434000 494000 "cus" "drop" "y" 8 2684 >
< 174 13340 33839 8 -8 434000 494000 "cus" "drop" "y" 8 10201 >
< 175 41198 50650 9 11 28000 88000 "cus" "pkup" "y" 9 5097 >
< 176 47210 49482 9 11 28000 88000 "cus" "pkup" "y" 9 1187 >
< 177 34215 24061 9 -11 57000 117000 "cus" "drop" "y" 9 10363 >
< 178 39907 29349 9 -11 57000 117000 "cus" "drop" "y" 9 10318 >
< 179 13305 22568 10 12 96000 156000 "cus" "pkup" "y" 10 2489 >
< 180 13612 22459 10 12 96000 156000 "cus" "pkup" "y" 10 2305 >
< 181 -5226 51001 10 -12 125000 185000 "cus" "drop" "y" 10 5604 >
< 182 4107 44508 10 -12 125000 185000 "cus" "drop" "y" 10 6153 >
< 183 39089 13776 11 8 169000 229000 "cus" "pkup" "y" 11 1075 >
< 184 43243 17321 11 8 169000 229000 "cus" "pkup" "y" 11 6533 >
< 185 37388 19302 11 -8 173000 233000 "cus" "drop" "y" 11 7966 >
< 186 47786 11254 11 -8 173000 233000 "cus" "drop" "y" 11 5704 >
< 187 51005 28571 12 14 54000 114000 "cus" "pkup" "y" 12 1300 >
< 188 49691 24966 12 14 54000 114000 "cus" "pkup" "y" 12 3669 >
< 189 16187 16020 12 -14 97000 157000 "cus" "drop" "y" 12 11389 >
< 190 8590 26099 12 -14 97000 157000 "cus" "drop" "y" 12 4048 >
< 191 13843 23801 13 15 423000 483000 "cus" "pkup" "y" 13 4186 >
< 192 20129 25092 13 15 423000 483000 "cus" "pkup" "y" 13 3675 >
< 193 23059 -1559 13 -15 439000 499000 "cus" "drop" "y" 13 8457 >
< 194 24423 8280 13 -15 439000 499000 "cus" "drop" "y" 13 1493 >
< 195 38145 29048 14 8 112000 172000 "cus" "pkup" "y" 14 4490 >
< 196 38731 26384 14 8 112000 172000 "cus" "pkup" "y" 14 5206 >
< 197 41263 51513 14 -8 124000 184000 "cus" "drop" "y" 14 10491 >
< 198 47058 37198 14 -8 124000 184000 "cus" "drop" "y" 14 4960 >
};
