nj=70;
np=56;
vCapa=20;
Express={1 2 3 4 5 6 7 8 9 10 11 12 13 14};
< 52 25399 15165 52 6 523000 583000 "cus" "pkup" "n" 52 0 >
< 53 43017 25034 53 12 381000 441000 "cus" "pkup" "n" 53 0 >
< 54 34450 12529 54 16 242000 302000 "cus" "pkup" "n" 54 0 >
< 55 24389 572 55 20 402000 462000 "cus" "pkup" "n" 55 0 >
< 56 45989 10968 56 11 10000 70000 "cus" "pkup" "n" 56 0 >
< 57 3539 44452 57 6 540000 600000 "cus" "pkup" "n" 57 0 >
< 58 13724 521 58 7 267000 327000 "cus" "pkup" "n" 58 0 >
< 59 23082 27051 59 6 134000 194000 "cus" "pkup" "n" 59 0 >
< 60 6991 28566 60 9 315000 375000 "cus" "pkup" "n" 60 0 >
< 61 43333 2520 61 9 255000 315000 "cus" "pkup" "n" 61 0 >
< 62 5201 17849 62 16 268000 328000 "cus" "pkup" "n" 62 0 >
< 63 48752 22602 63 17 320000 380000 "cus" "pkup" "n" 63 0 >
< 64 23690 20762 64 20 281000 341000 "cus" "pkup" "n" 64 0 >
< 65 12358 2377 65 8 198000 258000 "cus" "pkup" "n" 65 0 >
< 66 18616 29082 66 8 507000 567000 "cus" "pkup" "n" 66 0 >
< 67 43621 11226 67 9 546000 606000 "cus" "pkup" "n" 67 0 >
< 68 35186 48041 68 9 410000 470000 "cus" "pkup" "n" 68 0 >
< 69 37245 49180 69 16 524000 584000 "cus" "pkup" "n" 69 0 >
< 70 32381 1616 70 17 156000 216000 "cus" "pkup" "n" 70 0 >
< 71 47483 19660 1 -5 582000 642000 "cus" "drop" "y" 71 0 >
< 72 5331 24474 2 -20 274000 334000 "cus" "drop" "y" 72 0 >
< 73 26401 15403 3 -20 133000 193000 "cus" "drop" "y" 73 0 >
< 74 37477 6474 4 -15 328000 388000 "cus" "drop" "y" 74 0 >
< 75 43062 13188 5 -12 442000 502000 "cus" "drop" "y" 75 0 >
< 76 21739 11908 6 -18 430000 490000 "cus" "drop" "y" 76 0 >
< 77 33577 1716 7 -7 484000 544000 "cus" "drop" "y" 77 0 >
< 78 34209 38606 8 -20 194000 254000 "cus" "drop" "y" 78 0 >
< 79 8032 9129 9 -9 441000 501000 "cus" "drop" "y" 79 0 >
< 80 19098 360 10 -15 54000 114000 "cus" "drop" "y" 80 0 >
< 81 7578 19942 11 -11 201000 261000 "cus" "drop" "y" 81 0 >
< 82 29943 46096 12 -15 101000 161000 "cus" "drop" "y" 82 0 >
< 83 4324 1655 13 -18 495000 555000 "cus" "drop" "y" 83 0 >
< 84 42674 18715 14 -5 185000 245000 "cus" "drop" "y" 84 0 >
< 85 37125 33361 15 -16 196000 256000 "cus" "drop" "n" 85 0 >
< 86 23894 9040 16 -19 501000 561000 "cus" "drop" "n" 86 0 >
< 87 49189 22832 17 -19 61000 121000 "cus" "drop" "n" 87 0 >
< 88 30960 20511 18 -15 17000 77000 "cus" "drop" "n" 88 0 >
< 89 49061 9657 19 -10 543000 603000 "cus" "drop" "n" 89 0 >
< 90 22284 4945 20 -6 250000 310000 "cus" "drop" "n" 90 0 >
< 91 40976 41481 21 -5 451000 511000 "cus" "drop" "n" 91 0 >
< 92 24164 4509 22 -20 392000 452000 "cus" "drop" "n" 92 0 >
< 93 26562 15123 23 -20 544000 604000 "cus" "drop" "n" 93 0 >
< 94 8141 8595 24 -10 172000 232000 "cus" "drop" "n" 94 0 >
< 95 40549 35473 25 -19 487000 547000 "cus" "drop" "n" 95 0 >
< 96 14918 48339 26 -7 378000 438000 "cus" "drop" "n" 96 0 >
< 97 39422 21959 27 -19 42000 102000 "cus" "drop" "n" 97 0 >
< 98 1585 16297 28 -10 315000 375000 "cus" "drop" "n" 98 0 >
< 99 32230 5886 29 -18 53000 113000 "cus" "drop" "n" 99 0 >
< 100 44297 2374 30 -14 464000 524000 "cus" "drop" "n" 100 0 >
< 101 34729 23412 31 -15 127000 187000 "cus" "drop" "n" 101 0 >
< 102 18622 9623 32 -17 515000 575000 "cus" "drop" "n" 102 0 >
< 103 44229 40550 33 -8 154000 214000 "cus" "drop" "n" 103 0 >
< 104 22086 326 34 -13 419000 479000 "cus" "drop" "n" 104 0 >
< 105 45961 44388 35 -20 133000 193000 "cus" "drop" "n" 105 0 >
< 106 40739 34906 36 -9 313000 373000 "cus" "drop" "n" 106 0 >
< 107 18587 42562 37 -14 425000 485000 "cus" "drop" "n" 107 0 >
< 108 40015 29088 38 -14 475000 535000 "cus" "drop" "n" 108 0 >
< 109 46932 32844 39 -20 480000 540000 "cus" "drop" "n" 109 0 >
< 110 49341 44780 40 -18 417000 477000 "cus" "drop" "n" 110 0 >
< 111 25916 45283 41 -8 473000 533000 "cus" "drop" "n" 111 0 >
< 112 4845 15272 42 -20 432000 492000 "cus" "drop" "n" 112 0 >
< 113 32440 29275 43 -8 103000 163000 "cus" "drop" "n" 113 0 >
< 114 1378 30644 44 -15 37000 97000 "cus" "drop" "n" 114 0 >
< 115 886 6005 45 -19 527000 587000 "cus" "drop" "n" 115 0 >
< 116 48333 14734 46 -18 366000 426000 "cus" "drop" "n" 116 0 >
< 117 14583 11094 47 -14 398000 458000 "cus" "drop" "n" 117 0 >
< 118 30014 22474 48 -7 326000 386000 "cus" "drop" "n" 118 0 >
< 119 28206 31931 49 -7 147000 207000 "cus" "drop" "n" 119 0 >
< 120 29193 32178 50 -16 119000 179000 "cus" "drop" "n" 120 0 >
< 121 25198 45138 51 -17 44000 104000 "cus" "drop" "n" 121 0 >
< 122 43553 10504 52 -6 541000 601000 "cus" "drop" "n" 122 0 >
< 123 1422 7970 53 -12 425000 485000 "cus" "drop" "n" 123 0 >
< 124 2634 12308 54 -16 273000 333000 "cus" "drop" "n" 124 0 >
< 125 16949 37356 55 -20 439000 499000 "cus" "drop" "n" 125 0 >
< 126 24827 2956 56 -11 32000 92000 "cus" "drop" "n" 126 0 >
< 127 45364 18704 57 -6 589000 649000 "cus" "drop" "n" 127 0 >
< 128 48885 38759 58 -7 318000 378000 "cus" "drop" "n" 128 0 >
< 129 41305 35612 59 -6 154000 214000 "cus" "drop" "n" 129 0 >
< 130 28002 7563 60 -9 344000 404000 "cus" "drop" "n" 130 0 >
< 131 11347 4301 61 -9 287000 347000 "cus" "drop" "n" 131 0 >
< 132 17842 49653 62 -16 302000 362000 "cus" "drop" "n" 132 0 >
< 133 270 49273 63 -17 375000 435000 "cus" "drop" "n" 133 0 >
< 134 12111 741 64 -20 304000 364000 "cus" "drop" "n" 134 0 >
< 135 4713 40923 65 -8 237000 297000 "cus" "drop" "n" 135 0 >
< 136 5610 21136 66 -8 522000 582000 "cus" "drop" "n" 136 0 >
< 137 15112 11469 67 -9 574000 634000 "cus" "drop" "n" 137 0 >
< 138 13516 7788 68 -9 455000 515000 "cus" "drop" "n" 138 0 >
< 139 36479 8006 69 -16 565000 625000 "cus" "drop" "n" 139 0 >
< 140 49578 34757 70 -17 193000 253000 "cus" "drop" "n" 140 0 >
< 141 25000 25000 141 0 0 1000000 "veh" "depot" "n" 141 0 >
< 142 25000 25000 141 0 0 1000000 "veh" "depot" "n" 142 0 >
< 143 45770 33739 1 5 566000 626000 "cus" "pkup" "y" 1 4051 >
< 144 47854 37790 1 5 566000 626000 "cus" "pkup" "y" 1 1403 >
< 145 42312 23382 1 -5 582000 642000 "cus" "drop" "y" 1 6371 >
< 146 49281 21716 1 -5 582000 642000 "cus" "drop" "y" 1 2731 >
< 147 37965 36704 2 20 234000 294000 "cus" "pkup" "y" 2 6203 >
< 148 38710 38720 2 20 234000 294000 "cus" "pkup" "y" 2 4297 >
< 149 3306 26152 2 -20 274000 334000 "cus" "drop" "y" 2 2629 >
< 150 1083 31201 2 -20 274000 334000 "cus" "drop" "y" 2 7956 >
< 151 30138 16208 3 20 133000 193000 "cus" "pkup" "y" 3 3988 >
< 152 25033 10969 3 20 133000 193000 "cus" "pkup" "y" 3 5098 >
< 153 21418 8659 3 -20 133000 193000 "cus" "drop" "y" 3 8385 >
< 154 29303 25025 3 -20 133000 193000 "cus" "drop" "y" 3 10050 >
< 155 6539 6792 4 15 299000 359000 "cus" "pkup" "y" 4 3204 >
< 156 12205 5682 4 15 299000 359000 "cus" "pkup" "y" 4 5295 >
< 157 38872 8612 4 -15 328000 388000 "cus" "drop" "y" 4 2552 >
< 158 39680 10351 4 -15 328000 388000 "cus" "drop" "y" 4 4459 >
< 159 8091 11012 5 12 404000 464000 "cus" "pkup" "y" 5 5333 >
< 160 3535 18265 5 12 404000 464000 "cus" "pkup" "y" 5 3396 >
< 161 38424 16756 5 -12 442000 502000 "cus" "drop" "y" 5 5851 >
< 162 40985 19875 5 -12 442000 502000 "cus" "drop" "y" 5 7002 >
< 163 24619 36892 6 18 409000 469000 "cus" "pkup" "y" 6 3425 >
< 164 22478 35844 6 18 409000 469000 "cus" "pkup" "y" 6 3640 >
< 165 29721 6261 6 -18 430000 490000 "cus" "drop" "y" 6 9777 >
< 166 31381 21222 6 -18 430000 490000 "cus" "drop" "y" 6 13405 >
< 167 14171 40971 7 7 439000 499000 "cus" "pkup" "y" 7 3719 >
< 168 11967 40309 7 7 439000 499000 "cus" "pkup" "y" 7 1570 >
< 169 26707 4577 7 -7 484000 544000 "cus" "drop" "y" 7 7441 >
< 170 35830 8795 7 -7 484000 544000 "cus" "drop" "y" 7 7428 >
< 171 21336 11511 8 20 169000 229000 "cus" "pkup" "y" 8 4662 >
< 172 22722 11526 8 20 169000 229000 "cus" "pkup" "y" 8 4454 >
< 173 31708 37630 8 -20 194000 254000 "cus" "drop" "y" 8 2684 >
< 174 30168 47973 8 -20 194000 254000 "cus" "drop" "y" 8 10201 >
< 175 44871 3768 9 9 399000 459000 "cus" "pkup" "y" 9 5097 >
< 176 50883 2600 9 9 399000 459000 "cus" "pkup" "y" 9 1187 >
< 177 -1380 13466 9 -9 441000 501000 "cus" "drop" "y" 9 10363 >
< 178 4312 18754 9 -9 441000 501000 "cus" "drop" "y" 9 10318 >
< 179 33232 27502 10 15 22000 82000 "cus" "pkup" "y" 10 2489 >
< 180 33539 27393 10 15 22000 82000 "cus" "pkup" "y" 10 2305 >
< 181 13810 2216 10 -15 54000 114000 "cus" "drop" "y" 10 5604 >
< 182 23143 -4277 10 -15 54000 114000 "cus" "drop" "y" 10 6153 >
< 183 37162 24477 11 11 172000 232000 "cus" "pkup" "y" 11 1075 >
< 184 41316 28022 11 11 172000 232000 "cus" "pkup" "y" 11 6533 >
< 185 2577 26143 11 -11 201000 261000 "cus" "drop" "y" 11 7966 >
< 186 12975 18095 11 -11 201000 261000 "cus" "drop" "y" 11 5704 >
< 187 6652 48620 12 15 77000 137000 "cus" "pkup" "y" 12 1300 >
< 188 5338 45015 12 15 77000 137000 "cus" "pkup" "y" 12 3669 >
< 189 39331 39648 12 -15 101000 161000 "cus" "drop" "y" 12 11389 >
< 190 31734 49727 12 -15 101000 161000 "cus" "drop" "y" 12 4048 >
< 191 31770 42453 13 18 445000 505000 "cus" "pkup" "y" 13 4186 >
< 192 38056 43744 13 18 445000 505000 "cus" "pkup" "y" 13 3675 >
< 193 2954 -6691 13 -18 495000 555000 "cus" "drop" "y" 13 8457 >
< 194 4318 3148 13 -18 495000 555000 "cus" "drop" "y" 13 1493 >
< 195 12043 47713 14 5 146000 206000 "cus" "pkup" "y" 14 4490 >
< 196 12629 45049 14 5 146000 206000 "cus" "pkup" "y" 14 5206 >
< 197 38965 28529 14 -5 185000 245000 "cus" "drop" "y" 14 10491 >
< 198 44760 14214 14 -5 185000 245000 "cus" "drop" "y" 14 4960 >
};
