nj=70;
np=56;
vCapa=15;
Express={1 2 3 4 5 6 7 8 9 10 11 12 13 14};
< 82 1391 41648 12 -10 120000 240000 "cus" "drop" "y" 82 0 >
< 83 7407 46855 13 -11 167000 287000 "cus" "drop" "y" 83 0 >
< 84 18813 46961 14 -15 285000 405000 "cus" "drop" "y" 84 0 >
< 85 40003 25432 15 -14 115000 235000 "cus" "drop" "n" 85 0 >
< 86 14914 28117 16 -8 409000 529000 "cus" "drop" "n" 86 0 >
< 87 22596 8832 17 -8 118000 238000 "cus" "drop" "n" 87 0 >
< 88 17636 45275 18 -8 565000 685000 "cus" "drop" "n" 88 0 >
< 89 46958 7590 19 -14 190000 310000 "cus" "drop" "n" 89 0 >
< 90 34451 5703 20 -7 564000 684000 "cus" "drop" "n" 90 0 >
< 91 2994 22136 21 -11 362000 482000 "cus" "drop" "n" 91 0 >
< 92 38333 39870 22 -15 231000 351000 "cus" "drop" "n" 92 0 >
< 93 13195 12961 23 -6 585000 705000 "cus" "drop" "n" 93 0 >
< 94 16605 25788 24 -10 479000 599000 "cus" "drop" "n" 94 0 >
< 95 5014 42745 25 -7 420000 540000 "cus" "drop" "n" 95 0 >
< 96 26079 1820 26 -15 240000 360000 "cus" "drop" "n" 96 0 >
< 97 3522 33992 27 -14 78000 198000 "cus" "drop" "n" 97 0 >
< 98 41104 34886 28 -5 324000 444000 "cus" "drop" "n" 98 0 >
< 99 14032 29354 29 -13 207000 327000 "cus" "drop" "n" 99 0 >
< 100 29085 43067 30 -9 389000 509000 "cus" "drop" "n" 100 0 >
< 101 11656 13989 31 -7 86000 206000 "cus" "drop" "n" 101 0 >
< 102 45083 38459 32 -11 64000 184000 "cus" "drop" "n" 102 0 >
< 103 29697 8788 33 -8 578000 698000 "cus" "drop" "n" 103 0 >
< 104 48224 25855 34 -11 42000 162000 "cus" "drop" "n" 104 0 >
< 105 46562 12931 35 -13 51000 171000 "cus" "drop" "n" 105 0 >
< 106 16660 2533 36 -11 349000 469000 "cus" "drop" "n" 106 0 >
< 107 12706 18166 37 -5 32000 152000 "cus" "drop" "n" 107 0 >
< 108 43191 15209 38 -5 558000 678000 "cus" "drop" "n" 108 0 >
< 109 35998 25518 39 -7 283000 403000 "cus" "drop" "n" 109 0 >
< 110 3739 8584 40 -8 122000 242000 "cus" "drop" "n" 110 0 >
< 111 11362 26051 41 -8 69000 189000 "cus" "drop" "n" 111 0 >
< 112 22483 27208 42 -13 247000 367000 "cus" "drop" "n" 112 0 >
< 113 11783 11296 43 -10 189000 309000 "cus" "drop" "n" 113 0 >
< 114 40339 2469 44 -8 175000 295000 "cus" "drop" "n" 114 0 >
< 115 43365 43582 45 -5 407000 527000 "cus" "drop" "n" 115 0 >
< 116 13439 27175 46 -13 116000 236000 "cus" "drop" "n" 116 0 >
< 117 43579 1432 47 -9 275000 395000 "cus" "drop" "n" 117 0 >
< 118 191 33917 48 -7 138000 258000 "cus" "drop" "n" 118 0 >
< 119 19258 49550 49 -9 235000 355000 "cus" "drop" "n" 119 0 >
< 120 46471 28627 50 -13 170000 290000 "cus" "drop" "n" 120 0 >
< 121 42102 6144 51 -9 200000 320000 "cus" "drop" "n" 121 0 >
< 122 2227 45296 52 -5 364000 484000 "cus" "drop" "n" 122 0 >
< 123 24738 9 53 -6 494000 614000 "cus" "drop" "n" 123 0 >
< 124 7388 10829 54 -6 380000 500000 "cus" "drop" "n" 124 0 >
< 125 19156 37067 55 -15 226000 346000 "cus" "drop" "n" 125 0 >
< 126 9488 24008 56 -8 371000 491000 "cus" "drop" "n" 126 0 >
< 127 30111 46947 57 -10 430000 550000 "cus" "drop" "n" 127 0 >
< 128 42167 5230 58 -14 236000 356000 "cus" "drop" "n" 128 0 >
< 129 2426 5935 59 -7 414000 534000 "cus" "drop" "n" 129 0 >
< 130 40521 15822 60 -11 14000 134000 "cus" "drop" "n" 130 0 >
< 131 26407 44386 61 -5 320000 440000 "cus" "drop" "n" 131 0 >
< 132 39102 5834 62 -12 375000 495000 "cus" "drop" "n" 132 0 >
< 133 12042 1566 63 -8 206000 326000 "cus" "drop" "n" 133 0 >
< 134 13226 46732 64 -9 381000 501000 "cus" "drop" "n" 134 0 >
< 135 6804 32319 65 -9 587000 707000 "cus" "drop" "n" 135 0 >
< 136 6679 42116 66 -5 323000 443000 "cus" "drop" "n" 136 0 >
< 137 25062 22775 67 -11 21000 141000 "cus" "drop" "n" 137 0 >
< 138 22228 26525 68 -10 371000 491000 "cus" "drop" "n" 138 0 >
< 139 44249 9221 69 -14 176000 296000 "cus" "drop" "n" 139 0 >
< 140 20929 11375 70 -5 506000 626000 "cus" "drop" "n" 140 0 >
< 141 25000 25000 141 0 0 1000000 "veh" "depot" "n" 141 0 >
< 142 25000 25000 141 0 0 1000000 "veh" "depot" "n" 142 0 >
< 143 31031 20865 1 9 527000 647000 "cus" "pkup" "y" 1 5264 >
< 144 38978 15766 1 9 527000 647000 "cus" "pkup" "y" 1 4584 >
< 145 23356 24822 1 -9 549000 669000 "cus" "drop" "y" 1 9704 >
< 146 17588 28243 1 -9 549000 669000 "cus" "drop" "y" 1 4016 >
< 147 27216 46816 2 10 143000 263000 "cus" "pkup" "y" 2 1188 >
< 148 30844 48617 2 10 143000 263000 "cus" "pkup" "y" 2 2988 >
< 149 35386 23161 2 -10 158000 278000 "cus" "drop" "y" 2 9935 >
< 150 37907 40856 2 -10 158000 278000 "cus" "drop" "y" 2 8322 >
< 151 14773 39791 3 14 144000 264000 "cus" "pkup" "y" 3 1740 >
< 152 20511 40459 3 14 144000 264000 "cus" "pkup" "y" 3 4058 >
< 153 31019 5337 3 -14 176000 296000 "cus" "drop" "y" 3 6269 >
< 154 33003 6283 3 -14 176000 296000 "cus" "drop" "y" 3 5437 >
< 155 3107 44225 4 11 154000 274000 "cus" "pkup" "y" 4 2439 >
< 156 -1486 42333 4 11 154000 274000 "cus" "pkup" "y" 4 4499 >
< 157 27837 37495 4 -11 180000 300000 "cus" "drop" "y" 4 1090 >
< 158 23974 40121 4 -11 180000 300000 "cus" "drop" "y" 4 5721 >
< 159 26181 12629 5 12 203000 323000 "cus" "pkup" "y" 5 2188 >
< 160 31199 9598 5 12 203000 323000 "cus" "pkup" "y" 5 3706 >
< 161 36514 25578 5 -12 228000 348000 "cus" "drop" "y" 5 8949 >
< 162 47510 30269 5 -12 228000 348000 "cus" "drop" "y" 5 6808 >
< 163 13125 29103 6 14 22000 142000 "cus" "pkup" "y" 6 2586 >
< 164 11330 35457 6 14 22000 142000 "cus" "pkup" "y" 6 4018 >
< 165 13880 23783 6 -14 27000 147000 "cus" "drop" "y" 6 6492 >
< 166 8956 25374 6 -14 27000 147000 "cus" "drop" "y" 6 9239 >
< 167 29441 32172 7 6 137000 257000 "cus" "pkup" "y" 7 6452 >
< 168 29291 33786 7 6 137000 257000 "cus" "pkup" "y" 7 5276 >
< 169 16937 24198 7 -6 152000 272000 "cus" "drop" "y" 7 6026 >
< 170 16329 24480 7 -6 152000 272000 "cus" "drop" "y" 7 6696 >
< 171 34179 40912 8 12 411000 531000 "cus" "pkup" "y" 8 2551 >
< 172 30265 45263 8 12 411000 531000 "cus" "pkup" "y" 8 4261 >
< 173 15066 17676 8 -12 433000 553000 "cus" "drop" "y" 8 9659 >
< 174 12528 17891 8 -12 433000 553000 "cus" "drop" "y" 8 11504 >
< 175 34322 14381 9 10 510000 630000 "cus" "pkup" "y" 9 2735 >
< 176 38618 16797 9 10 510000 630000 "cus" "pkup" "y" 9 2783 >
< 177 35903 25380 9 -10 524000 644000 "cus" "drop" "y" 9 3532 >
< 178 41202 38723 9 -10 524000 644000 "cus" "drop" "y" 9 10900 >
< 179 42024 31802 10 12 193000 313000 "cus" "pkup" "y" 10 3114 >
< 180 45137 31713 10 12 193000 313000 "cus" "pkup" "y" 10 4235 >
< 181 -5229 6097 10 -12 244000 364000 "cus" "drop" "y" 10 7322 >
< 182 -3809 10218 10 -12 244000 364000 "cus" "drop" "y" 10 8583 >
< 183 21079 31044 11 10 325000 445000 "cus" "pkup" "y" 11 3968 >
< 184 23498 38232 11 10 325000 445000 "cus" "pkup" "y" 11 3895 >
< 185 44188 -3784 11 -10 366000 486000 "cus" "drop" "y" 11 7278 >
< 186 51028 5717 11 -10 366000 486000 "cus" "drop" "y" 11 4834 >
< 187 8724 4729 12 10 80000 200000 "cus" "pkup" "y" 12 5011 >
< 188 2072 5576 12 10 80000 200000 "cus" "pkup" "y" 12 4815 >
< 189 8007 34373 12 -10 120000 240000 "cus" "drop" "y" 12 9833 >
< 190 -6917 33309 12 -10 120000 240000 "cus" "drop" "y" 12 11771 >
< 191 839 26500 13 11 149000 269000 "cus" "pkup" "y" 13 3748 >
< 192 -880 30242 13 11 149000 269000 "cus" "pkup" "y" 13 4385 >
< 193 7404 42768 13 -11 167000 287000 "cus" "drop" "y" 13 4087 >
< 194 9546 37147 13 -11 167000 287000 "cus" "drop" "y" 13 9940 >
< 195 32013 45285 14 15 272000 392000 "cus" "pkup" "y" 14 4194 >
< 196 32865 50258 14 15 272000 392000 "cus" "pkup" "y" 14 896 >
< 197 27094 46666 14 -15 285000 405000 "cus" "drop" "y" 14 8286 >
< 198 13647 56950 14 -15 285000 405000 "cus" "drop" "y" 14 11245 >
};
